MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2014 SC374',30.0830523,0.00070453,0.09914303,1.896e-05,33.72890731,9.654e-05,45.00723456,0.03573681,176.26117576,0.00015937,27982.12610122,7.62512569,27.100527278943073,0.00010554201980159325,32.67087559,0.00025897,33.05886275,0.00018536,23.26125414,0.05296896,14,18,36.54082,25.8856923511,20.0477937168,-4.5722319277,-0.6390995723,0.8087114259,-0.1224651343,4.140724678368395e-08,3.171246492008024e-08,-7.745187942103172e-09,-6.589751557612093e-09,-3.7146416670412284e-09,8.69289035771093e-10,2.4313141193114204e-08,-5.935420351031263e-09,-4.931185246450925e-09,-2.7517354403094042e-09,6.42329184052925e-10,1.4620795007543761e-09,1.196606724785266e-09,6.6451780585358e-10,-1.5902066939141e-10,3.177963665622198e-09,2.4071780714608446e-09,-5.770031381857791e-10,1.8905436002562393e-09,-4.5291606987181497e-10,1.1389545822768933e-10,b'Resonant 1:1',"b'1,1,-3,0,0,0'",8.711969693072609,0.08674907097070432,8.05855873044458,0.06381437075918227,8.021596400647356,0.08376083656899153,7.8320819836152875,0.12839464686092375,0.6534109626280318,0.0369623297972216,0.2264767468292921
b'2014 SC404',39.38954313,0.00231605,0.24368111,5.146e-05,26.69290038,7.187e-05,276.67999626,0.01538865,158.09391288,0.00024466,63549.098196,2.03625253,29.79105564468085,0.0035560251280634374,30.88372729,0.0003299,31.24695699,0.00023632,23.736616,0.06477626,12,14,29.26858,24.7381903907,18.4979603369,-4.7137799013,-0.8485137143,0.8900794044,0.1199154681,6.721414855088666e-08,5.110297426428814e-08,-1.3637455183974338e-08,-2.1956228203704086e-09,2.2844003841583897e-09,2.545851162132028e-10,3.895781610113886e-08,-1.0374860209256357e-08,-1.1764715066183352e-09,2.1484101652227252e-09,9.120711223853042e-11,2.78857100924526e-09,4.2348716429416357e-10,-4.817783140334377e-10,-5.0289778225587303e-11,3.444727403495869e-09,2.7650450754273763e-09,-7.103920193015371e-10,2.4800752101694074e-09,-5.835896394617937e-10,1.5443574073973326e-10,b'Resonant 3:2',b'',9.571081995756378,0.1304356906543572,8.78938674440379,0.08247335376087221,8.768828192587796,0.1295486825774777,8.886026279573572,0.22316974499447556,0.7816952513525827,0.020558551815998135,-0.09663953516977751
b'2014 SD403',110.52366453,0.1584078,0.66476894,0.00045677,26.38652338,0.00010945,305.14866507,0.02017758,9.08243136,0.00054137,59521.72816853,3.49104571,37.05096504212321,0.10357744509718124,38.19075921,0.00323838,37.37531246,0.00193694,24.15132711,0.10085162,7,8,11.52747,19.3867953816,-19.6797050331,-25.1748953595,1.0684817309,0.5641421497,0.545641789,2.577222168913453e-06,-2.7841930374628806e-06,-3.5540900619913333e-06,7.152558760089287e-08,1.5228996178309354e-07,1.8168625857864403e-07,3.008577009908905e-06,3.840412692513041e-06,-7.493169187289414e-08,-1.6710864907051392e-07,-1.9957693670661055e-07,4.902390945250231e-06,-9.57824830492367e-08,-2.1317079484268308e-07,-2.545844013009232e-07,1.0194449281759037e-08,-4.801590790150217e-09,-6.480518109703387e-09,1.896767154617165e-08,2.3436708684199303e-08,2.9036492742688104e-08,b'Detached',b'',9.181829545302476,0.19454883208570273,8.11392049623227,0.0941756973648789,7.73724336279828,0.09396387758857551,7.607307756412274,0.17249410332503037,1.067909049070209,0.3766771334339927,0.5066127398199992
b'2014 SD404',36.41240283,0.00131162,0.19732006,3.637e-05,22.92233579,4.848e-05,250.97183551,0.01545129,96.7204089,0.00025716,50949.5044474,1.99786964,29.227505218979086,0.0020322110725369403,30.1923167,0.00028019,30.56028763,0.00020184,23.59465742,0.05736739,13,17,55.87978,24.1754713662,18.269105666,-3.9645355948,-0.4643312554,0.9770593602,0.5754529045,4.920014024447068e-08,3.693707290733047e-08,-8.925352617886024e-09,-7.1960760594734884e-09,-3.5761807523014073e-09,2.075829772344116e-09,2.7766276991725584e-08,-6.695627910088328e-09,-5.244769253160256e-09,-2.5580222904115756e-09,1.534675498784545e-09,1.6350975851043068e-09,1.372244071508179e-09,7.040577303755225e-10,-3.8921501698613096e-10,2.6090474680093397e-09,1.803088845602607e-09,-5.417000536415134e-10,1.320237548991239e-09,-3.472572320064646e-10,1.2878943196687678e-10,b'Resonant 4:3',b'',9.405631328946454,0.1480520694095411,8.644110027511813,0.11090531890782535,8.487288749041126,0.10088722737494549,8.419986329939475,0.19010926466468409,0.7615213014346377,0.1568212784706882,0.2241236975723367
b'2014 SE404',74.84729814,0.04662066,0.40462493,0.00031979,41.49108568,0.00056921,325.83384769,0.18356814,335.95777992,0.00062039,57927.4782612,46.72272345,44.5622152451431,0.05162222795013906,45.35255074,0.00374504,44.57098324,0.00220759,23.88521211,0.09979581,8,9,9.86385,24.7621555077,-23.0333434087,-29.0322801872,0.8710906596,0.0868220187,0.6923276508,4.114139315131175e-06,-3.978323839453428e-06,-4.997573099730559e-06,6.965857668576392e-07,-5.065418751305082e-07,-5.688128601595317e-07,3.847416194611204e-06,4.83309139690574e-06,-6.665593598785073e-07,4.82915214003481e-07,5.411933409892426e-07,6.07160938593688e-06,-8.341523532951186e-07,6.033676512895606e-07,6.758832801442517e-07,3.4219873600595914e-07,-3.101498991872973e-07,-3.8070704003999333e-07,2.87063359366295e-07,3.5470610297345576e-07,4.3954738034978063e-07,b'Detached',b'',8.050478490248919,0.1665156559806298,7.345532306645778,0.1102039333210315,6.984354063877001,0.12838210814973997,6.94043125519393,0.22831632330297766,0.7049461836031438,0.3611782427687768,0.40510105145184877
b'2014 SF404',41.35460191,0.00237164,0.14783985,4.124e-05,29.03866435,1.397e-05,265.93876632,0.04889829,109.60942514,0.00045543,57200.35618163,9.65092689,35.240743736588165,0.003723465822696765,35.13364896,0.00035451,35.24136802,0.00026002,23.55460225,0.05559118,13,17,40.80207,29.6233629484,14.6146603034,-12.2809646048,-0.327491938,1.0086968719,0.4034643121,8.755104025922984e-08,4.3845235387075997e-08,-3.763716312604183e-08,3.729826707151197e-09,6.009779742103196e-09,-8.237773774319396e-10,2.1985937342885398e-08,-1.8851132036126716e-08,2.136474525715184e-09,3.1456444399006025e-09,-5.237797583167082e-10,1.6200459560471203e-08,-1.5632394965849564e-09,-2.5601109818060413e-09,3.2740203129190327e-10,1.0432747019726286e-08,5.835912588162003e-09,-4.351436980357366e-09,3.463785595528828e-09,-2.404409306218125e-09,1.840435582763035e-09,b'Classical',b'',8.836619087113837,0.10371937162690073,8.086386654896886,0.08451315543024704,7.870321779437704,0.09804206928589666,7.713439818768839,0.14194521727974788,0.7502324322169557,0.21606487545917866,0.37294683612804463
b'2014 SG404',78.25519059,0.00607468,0.5017817,4.034e-05,31.61244788,0.00011304,321.23589295,0.0209517,66.73378679,0.00027595,60221.09854947,4.1365671,38.988167872796865,0.006031394342916817,39.23623452,0.00036139,39.37732859,0.00027693,23.92724277,0.06464475,12,17,32.24373,33.9357519567,16.9591573431,-10.5511008204,-0.2804924879,0.8507492347,0.8367543767,9.610696701684479e-08,4.88853814490069e-08,-3.040825712280245e-08,1.658158515047896e-08,1.0954856627795811e-08,-3.022650535047857e-09,2.4904222416583612e-08,-1.5462258142883433e-08,8.821655724644968e-09,5.768257366786664e-09,-1.652661575165445e-09,9.652392820720618e-09,-4.940392051248571e-09,-3.305276007381983e-09,8.584102629670375e-10,1.6636997865322034e-08,9.090350702432242e-09,-4.649684913392052e-09,5.0309363312137705e-09,-2.5045028887431177e-09,1.3485230590527595e-09,b'Resonant 21:5',b'',8.521598745351527,0.09857003217154885,7.880888362915135,0.07030040602693793,7.437676435844564,0.09066676507688726,7.347822958706351,0.14708411958818463,0.6407103824363899,0.4432119270705742,0.5330654042087851
b'2014 SH404',67.60848991,0.01371496,0.44400348,0.00017203,27.74563226,3.745e-05,323.7315363,0.0134358,122.57791087,0.00061606,71274.18873122,0.99562192,37.59008525054273,0.019091836940067428,44.89689416,0.00063562,45.12198227,0.00045834,23.93757211,0.06600233,9,11,13.1969,37.0589219122,22.2357155807,-12.9692923166,-0.7019875329,0.7183808487,0.398232211,2.721137985513406e-07,1.6251762464082192e-07,-9.777497505525244e-08,-1.2434942370906081e-08,-3.8919327704424e-10,5.138964483775731e-09,9.724109680981613e-08,-5.8416570622901116e-08,-6.758326628594838e-09,1.4794456790014468e-10,2.8411477300986064e-09,3.526122440160868e-08,4.539312664210557e-09,1.9508048661737772e-10,-1.9191683862978102e-09,1.807457508837482e-08,1.1448965420423798e-08,-6.437101505161714e-09,7.49967072360432e-09,-4.0627086663170106e-09,2.3229300248829882e-09,b'Detached',b'',7.883444786933948,0.09890060447564884,7.396956223093001,0.07380787358608906,7.426823011277817,0.1071668132766867,6.826614046556363,0.2099847492863168,0.4864885638409463,-0.0298667881848105,0.5703421765366422
b'2014 SJ404',39.14013066,0.00109995,0.23191211,2.203e-05,23.54340397,2.456e-05,309.74215489,0.01032049,102.2554916,0.0002121,61128.28544734,1.49740975,30.063060498395807,0.0016338177988382504,30.27137288,0.00014956,30.58359863,0.00010866,23.45109035,0.04544085,19,22,54.72085,24.7403075671,17.1444109494,-5.4169049949,-0.630504842,0.9160552083,0.5817106353,1.4679840202274115e-08,1.0064955949846629e-08,-3.4185106559796368e-09,-8.274118294595499e-11,7.505514706997731e-10,2.832382285822715e-10,6.924522165401333e-09,-2.3408931795652114e-09,6.907568292435012e-11,6.073821511342319e-10,1.6758383261399972e-10,8.0538040710416e-10,6.02309293441025e-11,-1.441094694198277e-10,-7.575477765949227e-11,1.251223664688101e-09,9.276724648593408e-10,-2.676994909557938e-10,7.382088742574245e-10,-1.84335802913397e-10,6.581351296595601e-11,b'Classical',b'',9.170564553457977,0.08057879523606358,8.570596233075841,0.05453414468347378,8.289293774094977,0.07934314215586839,8.604247979489378,0.2185961213132884,0.5999683203821331,0.2813024589808645,-0.033651746413534495
b'2014 SK404',62.51287699,0.00515612,0.41445776,5.083e-05,26.16250629,2.611e-05,243.13415422,0.01126856,128.14371229,0.00036077,54170.90905792,2.0467145,36.60393003255579,0.00615981593366125,36.79413089,0.00028661,37.07293837,0.00020413,23.76237029,0.07369952,12,18,59.28505,29.7378775059,20.3445937045,-8.7269070965,-0.5087774721,1.0694804166,0.3123401471,5.295761918088519e-08,3.583449062493477e-08,-1.622014791659328e-08,2.0061918601582224e-11,3.000019931520225e-09,2.635824704113681e-10,2.4293048072544077e-08,-1.097909704577292e-08,2.2180805794544207e-10,2.178604525672153e-09,1.1756727286949043e-10,4.992879266100617e-09,1.1987632899038754e-11,-9.037124029463852e-10,-9.414375047061119e-11,3.4465285835179247e-09,2.622316801262788e-09,-1.0285742526056148e-09,2.1802512820627193e-09,-7.697915397091849e-10,3.203034029378295e-10,b'Resonant 3:1',b'',8.675931683329972,0.11380602882089308,7.976755582392967,0.07908547820119555,7.798201706307816,0.10070640327737165,7.556583245083447,0.18843810929975774,0.6991761009370026,0.17855387608515327,0.4201723373095206
b'2014 SL403',43.60735406,0.00501704,0.14413456,0.00014773,35.38908798,2.735e-05,194.53381363,0.02241405,61.15433806,0.00038638,38324.92811879,5.30948722,37.322027252826295,0.010188091261951979,42.21680608,0.00088692,41.79045643,0.00063195,23.82356215,0.06516521,9,11,20.91541,31.7371423939,-2.0107013406,-27.1137072682,0.5045827139,0.7924320902,0.3205715735,4.437998592200287e-07,-3.197693854362398e-08,-3.887493609259929e-07,3.799445826816464e-08,8.67100094503946e-09,-2.1087813419752626e-08,2.387440633734801e-09,2.806049316571886e-08,-2.1273190632118844e-09,-6.540506737322905e-10,1.0014591369222688e-09,3.406463280260958e-07,-3.2631960983085945e-08,-7.62945093779576e-09,1.7923442343909773e-08,1.161111872006961e-08,3.147734042413341e-10,-8.88853514049326e-09,2.0468290874354584e-10,-4.909927361780182e-11,7.027398146732609e-09,b'Resonant 7:4',"b'7,4,-2,0,1,0'",8.223195140898907,0.14122675318262248,7.528777023106587,0.08610804356373972,7.475202790261923,0.1293027142059138,7.0831363012257835,0.12948221761392578,0.6944181177923179,0.05357423284466409,0.44564072188080395
b'2014 SL404',41.72197475,0.00157947,0.07171201,9.593e-05,25.97985265,3.19e-05,141.45819948,0.08019681,97.48464493,0.00047348,21919.09830087,25.40449785,38.73000802365009,0.004443360667449126,43.66150674,0.00045916,43.75567542,0.0003551,23.92434409,0.05598294,15,23,35.51023,37.9724678949,17.2332556881,-13.2538942193,-0.1810349993,0.8218627452,0.3887862047,1.583377463833185e-07,7.10636426072689e-08,-5.716316964564163e-08,-1.2373419463659427e-08,-2.8519400926881887e-09,5.548142748478107e-09,3.1929167142515257e-08,-2.565939005499889e-08,-5.418728064088279e-09,-1.2266709992829895e-09,2.4455888509652247e-09,2.0668900503655597e-08,4.513352953219598e-09,1.05407636482199e-09,-2.0310784902205674e-09,1.3125175916075344e-08,6.201058454081058e-09,-4.605229874687372e-09,3.0038643383964065e-09,-2.152881128270171e-09,1.6376898258760561e-09,b'Classical',b'',8.056692830413974,0.09302184726591041,7.5044179057277685,0.06806369435559805,7.125055908367036,0.08293614275236161,7.015757828057756,0.1491119253379201,0.5522749246862032,0.3793619973607326,0.48866007767001024
b'2014 SM363',41.91824087,0.00140792,0.12210522,9.397e-05,23.22833371,6.51e-05,130.75584699,0.02105838,124.5510683,0.00034738,30039.05895248,7.83423268,36.79980475204139,0.0049373594258943785,43.38350864,0.00027202,43.33856352,0.00023657,23.18020237,0.05042497,19,25,44.30108,40.3229377399,10.0124955311,-12.3305195859,-0.0557087031,0.9200791089,0.1776621496,6.382077697000444e-08,1.585764357795746e-08,-1.9973505164188514e-08,-7.839878800965988e-10,8.509165081573712e-10,3.6155173992988585e-10,3.9619074370428084e-09,-4.9634014031347e-09,2.352852105209067e-11,2.6366578031454184e-10,2.2440860501566762e-11,6.267891634063797e-09,2.6722215356651716e-10,-2.6003423372251604e-10,-1.2656897438317733e-10,8.670206185210473e-09,2.3127423652226263e-09,-2.6939346111188917e-09,6.403581730437798e-10,-7.170435514782473e-10,8.432790805333488e-10,b'Classical',b'',7.423084869522034,0.10026742856215108,6.672316724821288,0.0870991889512023,6.320178814415138,0.10952013445580677,6.015944934306374,0.14016798883452744,0.7507681447007446,0.35213791040614906,0.6563717905149109
b'2014 SM373',45.54816435,0.0014298,0.16232553,3.576e-05,25.41872246,1.393e-05,252.7400905,0.02132326,106.14413561,0.00027712,52444.08384749,4.60006877,38.15453431455703,0.0027358674989285156,38.35312062,0.00020347,38.55198936,0.00015147,23.24907044,0.04473857,18,27,46.53688,32.4105551966,18.3070282987,-10.0331705018,-0.332673001,0.943934924,0.4256491422,2.9243346967465343e-08,1.636217916485659e-08,-9.39609172514504e-09,5.917668938016724e-10,1.350306570499625e-09,1.0163206791349205e-10,9.17370272121579e-09,-5.258691665819666e-09,4.245925386771186e-10,8.070735817044961e-10,2.921604150140795e-11,3.032396915757194e-09,-1.6970159530149685e-10,-4.206092601429714e-10,-4.373870813388596e-11,2.726888794669414e-09,1.6870242932030564e-09,-8.229573322530072e-10,1.0836866716367382e-09,-5.00553049754282e-10,2.5653071824138387e-10,b'Classical',b'',8.049100751695908,0.06630560227986021,7.355415116620238,0.04997594447844193,7.112924251958889,0.05358251550246697,6.851519347437248,0.0968431953897366,0.6936856350756696,0.24249086466135292,0.5038957691829916
b'2014 SN350',42.824559,0.00134736,0.18892049,3.187e-05,32.05830626,6.672e-05,258.56847475,0.01203387,171.6810322,0.00011682,64449.38621023,2.13004223,34.734122273390604,0.0023251950151215455,35.51350526,0.00021517,35.84020929,0.00015791,23.01620083,0.03301447,20,30,53.05855,29.2038069519,20.108936288,-5.2238819746,-0.7369352431,0.8573650496,-0.068426112,3.057119855655572e-08,2.1159390887764157e-08,-5.786842479090473e-09,-1.7093865313299636e-09,6.952936294395941e-11,8.182217119367579e-11,1.4659033241156353e-08,-4.006987464500099e-09,-1.1041349238098562e-09,1.0535235718723798e-10,4.090624074339062e-11,1.1019465171641262e-09,3.081721519340748e-10,-2.459541014166616e-11,-1.4034802873293164e-11,1.363515016539473e-09,9.485063790087352e-10,-2.591352109879316e-10,7.200323235049736e-10,-1.9142955808909492e-10,5.438672702122457e-11,b'Classical',b'',7.997634496839156,0.055361502338257707,7.411693388984139,0.040138876658179286,7.229192822058311,0.04746810322910544,7.111320080991161,0.0789100152193065,0.585941107855018,0.18250056692582894,0.3003733079929768
b'2014 SN363',44.8503971,0.0020658,0.19120772,7.389e-05,27.13170646,6.554e-05,267.41237445,0.01995943,59.92415901,0.00017084,48382.19736672,3.53670095,36.27465477269004,0.004891823525033383,37.86256786,0.00021566,37.91374692,0.00018097,23.03747452,0.03706919,12,18,61.62513,34.5450574792,12.9673112533,-8.7143587258,-0.0155330385,0.862286286,0.6783088278,3.8518971388588504e-08,1.4452560263590716e-08,-9.947319662035635e-09,5.9364450138629976e-09,3.1260914698149684e-09,-7.647862651840961e-10,5.438941463058131e-09,-3.7246105858749594e-09,2.4707539295101266e-09,1.2679974890349747e-09,-3.477911719389308e-10,2.5820928593190646e-09,-1.325818871956875e-09,-7.276019044520931e-10,1.4691397843483152e-10,7.0535527199333715e-09,2.8459597037060143e-09,-1.6494891292515915e-09,1.1683926746800715e-09,-6.52280681600433e-10,4.0123847838570074e-10,b'Classical',b'',7.598589749429232,0.06816003683434683,7.090286999672413,0.05178776911219971,6.956709496068536,0.05698847029605808,6.791434240888298,0.09271575777481653,0.5083027497568223,0.13357750360387524,0.29885275878411277
b'2014 SN373',103.64756732,0.06454947,0.63834957,0.00028047,32.47175909,8.021e-05,349.90299573,0.01272846,115.57793083,0.00042239,70581.21671929,0.29365319,37.484187552876335,0.05238639370138456,46.64963552,0.00065773,47.15602364,0.00045929,23.32530938,0.04970027,11,19,29.28835,27.7460626754,36.7112586616,-10.3019444199,-0.9419642456,0.2919252362,0.5680256424,1.4915636464401647e-07,1.9730909392733117e-07,-5.780187484631718e-08,-1.987790257251105e-08,-2.229514958824081e-08,9.13861108290458e-09,2.610921645050476e-07,-7.645972263196704e-08,-2.5491885622475173e-08,-2.842892967664913e-08,1.1787311720583667e-08,2.242470052337295e-08,7.975778675672786e-09,9.006047608912618e-09,-3.6490058925748996e-09,2.118491908640949e-08,2.773447475384207e-08,-8.221255106645246e-09,3.6446893079878024e-08,-1.072794935817503e-08,3.2190480386203466e-09,b'Detached',b'',7.563885196147199,0.1110206004019882,6.53390780007849,0.08031467752403683,6.393806278531583,0.08193992237623486,6.731542240852539,0.1751128492265636,1.0299773960687086,0.1401015215469052,-0.1976344407740493
b'2014 SN403',129.56130325,0.10125301,0.69816479,0.00028972,31.19709833,1.264e-05,208.90889511,0.01591092,140.35103411,0.00044393,44436.27494281,0.56857053,39.10616336982891,0.06807643185953278,48.11817938,0.00056917,48.6304132,0.00039777,23.33894984,0.05697742,14,18,38.07573,28.2565869094,38.0385797069,-10.9338391443,-0.5169406216,1.0148076081,0.1534912886,1.0960110924031826e-07,1.4672403367584237e-07,-4.418602112381345e-08,-2.5913714396530998e-08,-3.035245454373639e-08,1.0289792926335498e-08,1.9664445224815095e-07,-5.916886637198355e-08,-3.2968080323049525e-08,-3.822932208183013e-08,1.3077441397710254e-08,1.7838805871610868e-08,1.0396185035827979e-08,1.2163879784211662e-08,-4.124905987271229e-09,2.4481212284466136e-08,3.2675691952877944e-08,-9.844069710116673e-09,4.386844037295783e-08,-1.3152904366764776e-08,3.9731230028723695e-09,b'Detached',b'',7.508930834570242,0.14911231146031229,6.49798063758824,0.0725924637981665,6.1445016646925,0.08684454537509274,5.753332329270444,0.09649350065399752,1.0109501969819992,0.35347897289573843,0.7446483083177976
b'2014 SO350',75.80082381,0.004107,0.54352804,2.28e-05,24.04236006,2.618e-05,244.16479927,0.00492214,140.99697056,0.00017886,56351.56048735,0.80694611,34.60095032473803,0.0035990797659939027,34.35480907,0.00017501,34.6731502,0.00012638,23.28743253,0.03996489,20,33,53.52404,27.8131497343,19.8454064871,-5.9004989691,-0.6738838815,1.111417356,0.2632102116,1.972165936678662e-08,1.3979310577674308e-08,-4.444017653070599e-09,-1.1560390965559053e-09,1.8567698322038622e-10,3.219457287043608e-10,9.926087493396995e-09,-3.1503850631472996e-09,-7.277298085694777e-10,2.02365248789935e-10,2.0787033502452494e-10,1.0072134771810647e-09,2.659990001095249e-10,-3.763935753578048e-11,-7.394410686251117e-11,1.0184093198947041e-09,7.208344045632058e-10,-2.293240225813877e-10,5.697316739708149e-10,-1.5945528885620202e-10,5.500844041507201e-11,b'Resonant 4:1',b'',8.777760311724299,0.09961143623527834,7.874779624494055,0.05224391455666932,7.279727242821279,0.06321237669565644,7.08815182128575,0.10570334063996255,0.9029806872302404,0.5950523816727752,0.7866278032083021
b'2014 SO363',41.73627667,0.00144264,0.09613596,9.929e-05,23.14696035,4.375e-05,309.87070724,0.05897602,119.69006505,0.00041553,70058.40554873,11.7622515,37.723919611636276,0.00421698976999092,39.13439061,0.00036696,39.18956014,0.00030137,23.47358465,0.04716052,12,18,28.44878,35.2851646387,13.5711833907,-10.3248129298,-0.3475256279,0.9217070973,0.3160941807,1.0882934169155715e-07,4.1577389407941964e-08,-3.290923180072354e-08,2.4157077772152476e-08,1.3243595949723044e-08,-6.623529863825834e-09,1.591495977145011e-08,-1.2572075568904828e-08,9.588188796234138e-09,5.197914949143503e-09,-2.637035965645688e-09,9.966876690563662e-09,-7.253902973753256e-09,-3.9838968687170505e-09,1.9824337078502204e-09,1.3908815540389138e-08,6.355962786713234e-09,-4.017449237226361e-09,2.9859951508339924e-09,-1.8250820578299127e-09,1.1706831814829008e-09,b'Classical',b'',8.94871673075147,0.1954971117138454,7.534993910153924,0.08610052999275551,6.995308200039334,0.12104470725612333,6.787824598651097,0.15380050647268878,1.4137228205975416,0.5396857101145885,0.7471693115028253
b'2014 SO373',41.82035303,0.00112368,0.12747128,4.749e-05,25.98647637,4.504e-05,203.2312991,0.02256731,132.98977785,0.00018383,49434.87566003,4.44640573,36.48945894986017,0.002882556601367651,37.32680262,0.00015436,37.34853606,0.00012844,22.77127246,0.03038719,17,25,33.17682,33.9265945382,11.5591992538,-10.5016304364,-0.221364841,1.0461596974,0.1677125611,1.9533890344358696e-08,6.682903345253012e-09,-6.2611917683656294e-09,3.2835926601821213e-09,1.803251088272047e-09,-1.0026691888556059e-09,2.2977843414217996e-09,-2.1420474186046614e-09,1.2614119141507653e-09,6.645314770591727e-10,-3.870383121260594e-10,2.01190349221648e-09,-1.0430905581791252e-09,-5.746075930198587e-10,3.1700705204613026e-10,3.4684541900336036e-09,1.3346684003428217e-09,-1.0997092977119182e-09,5.342221408041573e-10,-4.221738543844551e-10,3.5162401124823627e-10,b'Classical',b'',7.556909198257733,0.04907103603056126,7.039462846442719,0.035410725235093726,6.809340086220589,0.036212193561850126,6.831948278525859,0.07874445594721136,0.5174463518150156,0.23012276022212885,0.20751456791685685
b'2014 SP363',62.40595888,0.0020892,0.31526793,3.434e-05,31.22804792,5.327e-05,267.85393397,0.00901187,145.44830502,0.00013723,66309.3329665,1.99324485,42.73136127110336,0.0034640808842162432,44.60559573,0.00018002,44.67352736,0.0001436,22.77395276,0.0262729,18,30,59.12248,39.5023065781,16.2780788536,-13.0505161092,-0.5171088812,0.9257193781,0.1092436438,2.5352366221345705e-08,1.0207480500730431e-08,-8.653705740953527e-09,-2.006597528043872e-10,7.022455731722302e-10,1.9949550189739857e-11,4.118037649455049e-09,-3.4849688888786277e-09,-3.234201096309333e-12,3.1567813324560023e-10,-1.851355624773368e-11,2.9586254857494056e-09,6.373849094081173e-11,-2.4169323440296575e-10,-6.132914324569039e-12,1.8079099278717347e-09,7.824690888743752e-10,-6.203592447203482e-10,3.661160474972756e-10,-2.7037070317276853e-10,2.1568765501058474e-10,b'Detached',b'',6.9300790831815124,0.04669345299629445,6.196768618416231,0.028483739766376012,5.862154231054619,0.02950682046649053,5.731491938377191,0.056706473566125,0.7333104647652818,0.33461438736161303,0.46527668003903905
b'2014 SP373',39.49480885,0.00078373,0.32305383,2.369e-05,24.45552249,2.835e-05,311.97289585,0.00176742,158.84385744,8.05e-05,69581.25694266,0.2044811,26.73585954768406,0.0014015091639659693,33.89314048,0.00010156,34.15517314,7.975e-05,22.41576339,0.01990779,22,29,57.06285,29.5650136772,16.543403619,-4.3360829318,-0.8170313603,0.7933812129,0.1297746615,7.730375229394172e-09,4.307101618262744e-09,-1.2113045454342885e-09,-1.2849227923615465e-10,2.2274153569335374e-10,8.696675518731843e-12,2.404954456133136e-09,-6.751754147724273e-10,-3.8526867263728776e-11,1.4400550761330552e-10,-3.7821427744915684e-13,1.9215633653809657e-10,1.8429735378320398e-11,-3.593043361709556e-11,-1.7885728658142118e-12,4.676793775527547e-10,2.876972302652979e-10,-7.424839171775612e-11,1.896243849912892e-10,-4.617490234704353e-11,1.2427702526856413e-11,b'Resonant 3:2',b'',7.584567706133738,0.03315882190645168,7.024567344539983,0.03194408150262709,6.836831910503102,0.03582086795736036,6.653639947294737,0.06023863176723866,0.5600003615937527,0.18773543403688545,0.3709273972452477
