MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2013 SC113',43.63263764,0.00481577,0.18527575,6.177e-05,2.49379747,0.00011789,214.00553551,0.0379057,167.55476258,0.00094131,60490.0165714,7.40689865,35.54856790605406,0.006543592343890389,35.82068013,0.00074469,35.7558131,0.00073588,23.92472227,0.08160948,10,12,27.27553,35.5635502598,3.5624238033,1.0105442384,-0.165875874,1.0546554007,0.4065951421,5.473281003119003e-07,6.048333691318942e-08,1.7418991941043035e-08,4.980045230355786e-08,2.3325703971243067e-08,8.474089227129362e-09,6.881862708255643e-09,1.9903134418778182e-09,6.584920429266049e-09,2.686586084528884e-09,9.672488462365104e-10,6.087582098902843e-10,2.003574586022718e-09,7.851176603410182e-10,2.8006793512259985e-10,1.147196879870427e-08,2.830542754810928e-09,9.684046434211775e-10,1.072593191185302e-09,3.8132007084885635e-10,1.4298066134871375e-10,b'Resonant 7:4',"b'7,4,-2,0,-1,0'",9.27731222623279,0.21028969899605102,8.360867861830448,0.13499438871381853,7.816432487917096,0.1305358900988804,7.886607612292492,0.13832139970840507,0.9164443644023426,0.5444353739133492,0.47426024953795426
b'2013 SD106',44.16726885,0.00200852,0.15021401,3.495e-05,21.88537769,0.0002183,173.63473519,0.06593171,4.89248757,2.385e-05,107596.79315334,24.81369282,37.53272647261336,0.001379535491729233,50.76735709,0.00063984,50.70442852,0.00063152,23.53843117,0.05128056,14,25,47.11823,50.3398926631,5.2583606838,3.0304985059,-0.1149965954,0.5654035745,0.5756030225,4.04566230145545e-07,3.8120759226233765e-08,2.239226537862536e-08,-2.003750883851178e-08,2.874217971762897e-09,3.727622453470025e-09,3.6273121920258393e-09,2.124700442640081e-09,-1.2723463860664225e-09,3.296362427908724e-10,3.822925090502605e-10,1.2748666006770063e-09,-4.895804271269455e-10,2.1484725690445343e-10,2.4090574676943365e-10,2.7078601056215696e-08,2.2047843417778914e-09,1.1299474705673707e-09,2.4102345554170455e-10,1.4481582333383378e-10,1.0997322807415923e-10,b'Classical',b'',7.557822617617708,0.1359167499913303,6.440909638386154,0.0692915183069345,5.988681540585949,0.06669137417573381,5.792565371048861,0.08885407332969544,1.1169129792315518,0.4522280978002057,0.648344267337293
b'2013 SD112',34.81406745,0.002192,0.07144126,4.579e-05,5.39865133,7.961e-05,244.60277268,0.03819938,60.55101024,0.00084139,44692.33628834,6.45181826,32.32690671793214,0.0030931832430104752,33.63238616,0.000471,33.74951448,0.00044372,23.49409104,0.0636373,11,16,28.9576,32.7117486036,8.2392777303,1.04188947,-0.1856105455,0.9656546975,0.4900492649,2.087348370805798e-07,5.2505699947085015e-08,6.151874116464452e-09,-4.371405877207781e-09,6.376922443450993e-09,3.4607133659097818e-09,1.3263479543335387e-08,1.5645526293742394e-09,-8.213814386403794e-10,1.676302568327044e-09,8.824252239948587e-10,2.090993579057225e-10,4.4776206835499675e-12,2.2518653837894615e-10,1.0234635948370795e-10,2.274724378011445e-09,4.758989472292165e-10,2.0735797601338283e-11,3.697660265436707e-10,1.317911463748956e-10,6.591788953044648e-11,b'Resonant 5:4',b'',8.832726268449873,0.1044686419862614,8.081987554749185,0.07672746017708248,7.955362734068268,0.09502746958830162,7.740277622038322,0.10479737316627508,0.750738713700693,0.126624820680914,0.3417099327108615
b'2013 SD113',45.91772464,0.00183485,0.13669545,2.545e-05,19.58641392,0.00010806,356.66814937,0.02628358,25.55872765,0.00011009,61426.75095781,6.17907148,39.64098050225299,0.0026484194515213025,39.91031037,0.00033933,39.84925093,0.00033068,23.60679018,0.05962492,12,22,47.84683,39.3357182785,5.8639128141,-2.5057122327,-0.1093847815,0.7820546307,0.706761687,1.1216424117889966e-07,1.678699161627896e-08,-7.2295085629612565e-09,7.764185320541818e-09,3.352353797366036e-09,1.5500076174318574e-09,2.5376466328051877e-09,-1.074483200908508e-09,1.3150452135443178e-09,5.212316246217937e-10,2.237886821007497e-10,4.887908516376062e-10,-3.6880329272212787e-10,-1.9537544450216781e-10,-1.115526724778567e-10,3.1869917948183687e-09,6.482396337504373e-10,-3.494741080426876e-11,1.7005850019886122e-10,2.3972813851453563e-11,3.347556637177957e-11,b'Classical',b'',8.240401849372185,0.09277159562759722,7.5437909338661715,0.0675332748648452,7.236178609689487,0.06762161762153551,7.009872162921299,0.09927821354299862,0.6966109155060128,0.3076123241766857,0.5339187709448731
b'2013 SE106',42.79745871,0.00159448,0.03558127,4.53e-05,0.2018192,9.751e-05,291.39375838,0.05917816,359.36565277,0.00289701,37500.43814189,14.60954508,41.2746708479119,0.0022322231933559794,42.42727745,0.0003661,42.32682395,0.00036407,23.39785715,0.04559901,14,22,44.96735,42.1840864497,3.181021085,1.3942670796,-0.0469150482,0.8891083469,0.3891994029,1.3344215078652983e-07,8.134393821443713e-09,3.574605415051666e-09,-7.716388189817862e-09,2.767610299632301e-09,1.2091900084496355e-09,5.147410087111725e-10,2.2253305985983659e-10,-3.2838645904797347e-10,1.7806160048199098e-10,7.797709564310098e-11,1.0611686797498862e-10,-1.447627840743678e-10,7.838980575161501e-11,3.3865651011299964e-11,2.3622185537211345e-09,-2.8850514363133645e-11,-1.2489802225048975e-11,6.915220985500966e-11,2.9028263751217642e-11,1.544764071044153e-11,b'Classical',b'',7.982218934729707,0.10877478493757325,7.100057158864827,0.07708770443768392,6.747944881730591,0.07417738574630332,6.551857075339351,0.12927758436750544,0.8821617758648795,0.35211227713423643,0.5482000835254786
b'2013 SE112',42.30173163,0.00713667,0.13023629,0.00022228,6.45874244,0.00014065,346.13636629,0.05571002,329.90052002,0.00075215,47580.25892315,10.54607484,36.792510864600544,0.015406005586472725,38.24054437,0.00112486,38.07843829,0.00112054,23.93351444,0.08541407,8,13,23.09674,38.0093299848,-0.339562763,2.26781694,0.0672095593,0.9305613094,0.5208637748,1.2601543968674875e-06,-1.5243313814770387e-09,8.320839477920239e-08,2.0394480480388688e-07,2.6898982256800394e-08,2.8395188741018483e-08,1.3557672465079803e-10,-4.1623815724965574e-11,1.163615128927663e-09,-8.20300313052068e-11,3.254761697442241e-11,5.553163723383519e-09,1.4240790325657648e-08,1.7486135362268e-09,1.9125035443500343e-09,5.153215420987315e-08,3.6934655565310375e-09,5.4736428459743115e-09,6.06860891630816e-10,5.748537883444963e-10,6.906481699265569e-10,b'Resonant 5:3',b'',8.777866318019635,0.20671543106949009,8.087537625277681,0.12515923558157274,7.455046377647951,0.13945182421520802,7.586349069683136,0.2124300244890137,0.6903286927419575,0.6324912476297229,0.5011885555945408
b'2013 SE113',43.66925233,0.00191999,0.24409993,2.811e-05,31.27675809,8.277e-05,339.39839362,0.00970488,18.23116625,2.982e-05,55843.44373016,1.66679691,33.009590904228446,0.002670792080778114,33.11214859,0.00023291,33.08859699,0.00022592,23.60775894,0.05042392,17,23,37.59882,32.5669207051,5.7041318614,-1.3091242369,-0.0485935396,0.7189470188,0.982282653,5.264202384755021e-08,8.904207535304274e-09,-2.461708612658134e-09,-9.231004114352782e-10,1.1931577487615108e-09,1.7213512656221794e-09,1.5243725213104994e-09,-4.057041361249801e-10,-3.920583710310431e-11,2.201276154590923e-10,2.8684630515044464e-10,1.3786933525782917e-10,1.8782411250131788e-10,-3.02972155752985e-11,-8.816397843603341e-11,1.5916834577237027e-09,2.5650988439415413e-10,-8.865705637736728e-11,7.903838146415804e-11,2.8710310734389758e-11,6.15551548480208e-11,b'Resonant 7:4',b'',8.99888083907265,0.10566129933229015,8.366099919126858,0.07689966647191417,8.02593963778065,0.0856322176628155,7.893992383580651,0.11342681342850083,0.632780919945791,0.3401602813462072,0.47210753554620805
b'2013 SF106',75.6225846,0.00140355,0.42452144,1.086e-05,39.84609459,1.45e-06,257.80198124,0.00280734,54.35369915,3.834e-05,53947.54658098,0.67138675,43.51917584642113,0.0016220382619369562,44.42651899,8.728e-05,43.90924016,6.157e-05,21.50264729,0.00913301,23,32,58.46032,28.1973078263,-5.7874458642,-33.1577845047,0.6870299781,0.8349057543,0.3297326632,3.0684720547288308e-09,-6.26611580397751e-10,-3.6829540126382027e-09,3.222297288571121e-10,3.6289470616836114e-11,-2.6512666010439625e-10,1.3046952859707854e-10,7.542092445921504e-10,-5.3280418871521505e-11,-1.0129528873602656e-11,3.8740415976129656e-11,4.424763487494329e-09,-3.7198151253517793e-10,-4.6981643530154137e-11,3.0043701469462926e-10,1.3070336608063668e-10,-1.8740546698077655e-11,-1.470922234151815e-10,5.905030194248082e-12,2.468536238985005e-11,1.7024227025621426e-10,b'Detached',b'',5.71537281056135,0.020357544055017014,5.008025218524891,0.014110875793816086,4.709091912541416,0.0127416694453473,4.544919671142269,0.01732270504220188,0.7073475920364571,0.29893330598347434,0.46310554738262316
b'2013 SF112',43.81169054,0.0113651,0.01292208,0.0005005,3.75751102,1.735e-05,326.92942978,2.64943768,256.97512627,0.00294167,20025.9468836,790.78631181,43.24555257223522,0.032418005155645,44.46862664,0.00325287,44.15756482,0.00318061,23.83971102,0.06980367,10,16,26.74346,43.6512028924,-6.6632819908,0.2523686718,0.1384868926,0.8572078933,0.3662646869,1.0346829045077648e-05,-1.5672294741828598e-06,7.781441667264116e-08,2.1934569857188023e-06,-1.9428835234200986e-07,7.291977962573179e-08,2.3757198425261175e-07,-1.1723531995784793e-08,-3.2944985580282696e-07,2.8927887734565087e-08,-1.1057944646591353e-08,6.419194109579538e-10,1.7644710478561228e-08,-1.6686615767157988e-09,5.467296314236862e-10,5.159410358926592e-07,-5.038968864304071e-08,1.5225074821804464e-08,5.320490424548055e-09,-1.3270781964371772e-09,5.247755063022729e-10,b'Classical',b'',8.206736835093261,0.14093500100700268,7.34390962691892,0.08072559345245794,7.0029917419869125,0.09303582877806321,7.014597709456767,0.13370682452792013,0.862827208174341,0.34091788493201214,0.32931191746215516
b'2013 SF113',39.34288122,0.00312231,0.0263585,0.00010533,37.67452661,2.915e-05,51.45078678,0.17881446,46.94871169,0.00038779,90387.23960934,46.92356087,38.30586199759063,0.0033727423034625864,40.58702893,0.00084263,40.04998223,0.00058386,23.97550954,0.07508834,8,11,16.31548,26.4784234142,-6.5910556878,-29.3164144262,0.5808630107,0.6895010279,0.395551794,3.006612562220064e-07,-7.718269997364014e-08,-3.422659613857925e-07,2.2363086710745932e-08,3.437569911184861e-09,-1.2966713785362378e-08,1.996544311092823e-08,8.799617085116924e-08,-5.085673985544208e-09,-1.0392675223790318e-09,2.578451804499455e-09,3.899355185837567e-07,-2.4539428099450644e-08,-4.156996870918516e-09,1.3743102224837438e-08,6.8340738155795206e-09,-1.1330384444288116e-09,-6.908235412315182e-09,4.2894940392084067e-10,1.452191356218649e-09,7.426586499956796e-09,b'Resonant 3:2',b'',8.376561839075363,0.1623845246182358,7.834283227892003,0.07676613377962238,7.571630715454935,0.10074820557314006,7.805754503789226,0.2367289811934804,0.5422786111833584,0.2626525124370709,0.028528724102776706
b'2013 SG102',43.06925688,0.00165535,0.00739986,5.573e-05,7.98604113,7.549e-05,201.49072846,0.29110061,200.56515044,0.00032624,72059.6540603,81.54430679,42.75055029428922,0.0036077465892965285,43.20503543,0.00040145,42.87096481,0.00038781,23.39947739,0.0479895,16,25,48.52092,42.1713659913,-7.713082729,-0.0622018828,0.1611844397,0.9101041474,0.2684066745,1.5523003337626973e-07,-3.0357796698088583e-08,-7.525498709037717e-10,-4.68479767005407e-09,4.393005944515409e-09,9.95436953539204e-10,5.968109610351006e-09,1.534647705001628e-10,1.1776266764784548e-09,-9.099866802994103e-10,-1.961001476503025e-10,1.3983446397719903e-11,9.616908523672306e-11,-3.585160531199253e-11,-4.27881564238445e-12,3.2026819147185682e-09,-7.386728795805016e-10,-4.66119629600545e-11,2.465713938037166e-10,3.1456569370306753e-11,8.655605759268024e-12,b'Classical',b'',7.8119951865358015,0.08935037943102925,6.9495258720843385,0.06000358259818127,6.555267415351997,0.0666454465625771,6.465700887807307,0.08864011453120181,0.862469314451462,0.3942584567323459,0.48382498427703285
b'2013 SG106',61.60241355,0.00896349,0.38789797,8.248e-05,20.5101234,0.00016313,167.24317963,0.01222382,186.88599443,2.745e-05,55881.71787296,2.42313244,37.70696224922291,0.01056378034554053,37.89876049,0.00065412,37.79852307,0.00065273,22.9678711,0.03902405,9,16,17.56864,37.7562357445,0.7355339693,1.6291096325,0.0181079232,1.2022255955,0.0651340954,4.270071840555631e-07,9.766552779737674e-09,1.9302929148552583e-08,3.578134173694165e-08,1.4670872512561944e-08,1.5757347253845368e-09,2.5042227136631923e-10,4.421160033241835e-10,8.847822366657031e-10,3.265775048501617e-10,3.8649048421516154e-11,8.985602007503797e-10,1.6369671217765653e-09,6.643182550072303e-10,5.892377974984353e-11,5.964151683580853e-09,1.4090846709901662e-09,2.5129101880723033e-10,5.253774916160747e-10,6.139758781458392e-11,2.1073800166477363e-11,b'Detached',b'',7.793767092590906,0.07185313813463179,7.122013643632519,0.06398344937457225,6.9190975056833945,0.09010695993053888,6.855642761451202,0.1238148305335271,0.6717534489583871,0.2029161379491269,0.2663708821813149
b'2013 SG112',43.80834003,0.00450351,0.15575,7.821e-05,4.13212821,0.00015647,283.96559635,0.03420372,42.78380188,0.00177301,49626.95379215,6.88111846,36.98519106456656,0.0068716429064570005,38.08831207,0.00073537,37.95950289,0.0007323,24.22326957,0.09358952,7,8,12.31408,37.8742430583,2.3832342313,-0.8864349861,0.0382062228,0.9727621045,0.4823665069,5.386664395272411e-07,3.029522611404328e-08,-1.4822515789216654e-08,-8.018475168826296e-09,1.5538140878288822e-08,8.021505920733717e-09,1.8368698921344029e-09,-7.920484222481166e-10,4.066238250406102e-10,9.131375017194337e-10,4.269800886909982e-10,4.760934440285043e-10,6.38739941564777e-10,-4.0463330353148787e-10,-2.4036158894312093e-10,8.747820556874142e-09,2.4199255657385517e-10,-3.624457005801062e-10,4.886498081941814e-10,2.1807581097775368e-10,1.4081892959402917e-10,b'Classical',b'',9.453999321544211,0.305880771085534,8.382008365074364,0.09966430245793433,8.005283451967186,0.10514645511787288,7.867301503687935,0.19053643810469442,1.0719909564698507,0.37672491310717776,0.5147068613864277
b'2013 SG113',46.61259702,0.00268352,0.17909431,0.00010937,8.03988361,0.00013681,301.54997779,0.01642999,336.05453928,0.00040353,37363.3400413,2.31239417,38.26454598079395,0.0062926759812143,44.19996702,0.00059895,44.00647587,0.00059688,23.80373671,0.07112634,12,14,27.09871,43.9349533243,-1.4704125355,2.0316696736,0.1705478515,0.8186567094,0.4992113011,3.5742893542013416e-07,-1.575722979793805e-08,1.5014179320522553e-08,-2.426344629568667e-08,7.851502751994403e-09,3.016771113663796e-09,7.77280615667491e-10,-6.279587649122341e-10,1.8182212519059694e-09,-3.713148124221659e-10,-1.0046402312806052e-10,6.761571838743771e-10,-5.768089708023226e-10,3.115927691347219e-10,1.5169428102333702e-10,1.1412591167836172e-08,-9.355017708151651e-10,2.193624268413845e-10,1.9520066214729033e-10,4.879322776265856e-11,5.006569718395902e-11,b'Classical',b'',7.636368143051056,0.09084879042684736,7.041043677701703,0.08315631212148489,6.740063511537359,0.10340612270371707,6.94149965259607,0.3162929366554164,0.5953244653493451,0.30098016616434636,0.09954402510563756
b'2013 SH102',37.90112025,0.00124947,0.05288595,3.712e-05,19.38210985,9.193e-05,83.06719964,0.0275889,180.22738028,3.721e-05,34469.53124054,5.74256547,35.89668354614846,0.0016871091617717373,38.3066673,0.000301,38.24437981,0.00029787,23.15275901,0.04554832,15,21,46.56844,38.0267029735,4.0605477565,0.3382307877,-0.0552361449,1.0080174352,0.0714278093,8.973606552969127e-08,8.924665475993458e-09,5.077381404289032e-10,-2.244821220478222e-09,2.4733038308613713e-09,2.744464867544507e-10,9.127344425955636e-10,5.206240056045959e-11,-7.928125676437133e-11,2.613363771691235e-10,2.8488814300918252e-11,1.2944195136393762e-11,1.9944833834376535e-12,1.5760456018286163e-11,-2.3361932465307314e-13,1.4227685537201346e-09,1.0199403450728684e-10,4.427974390309802e-12,9.038574831458333e-11,8.929126494550663e-12,3.4793482475340776e-12,b'Classical',b'',8.372531264392583,0.09695892321438973,7.368592891806648,0.0775695879908828,6.985582995244977,0.05832115135787175,6.849628710850174,0.1173426332590165,1.003938372585939,0.3830098965616691,0.5189641809564738
b'2013 SH106',47.88634006,0.00220651,0.21665396,4.024e-05,15.45315765,8.528e-05,195.08251597,0.02028292,149.66259773,0.00031917,50950.74990353,4.05926078,37.511575046161205,0.0033605294987700068,38.36696666,0.00032413,38.4278686,0.00029653,23.61751477,0.05289866,16,23,44.40528,36.6669505173,11.0734838121,-3.1006098025,-0.199247671,1.0701689278,0.2165648212,9.579774196079898e-08,2.8506268420366064e-08,-8.633709729704028e-09,-7.88724805505102e-09,8.988614554702601e-10,1.32288920842611e-09,8.525989505999789e-09,-2.5638911134067083e-09,-1.979853616666775e-09,3.75006848523777e-10,3.601124359452859e-10,7.922125469865567e-10,7.80741692027296e-10,-6.081840870036997e-11,-1.246977029108201e-10,5.266264240138042e-09,1.2625292892531505e-09,-5.300621078244158e-10,4.0107212648708374e-10,-1.0963674756968281e-10,6.196591171969511e-11,b'Resonant 2:1',b'',8.482010552920224,0.10052090422115263,7.714004543015205,0.056949171645453586,7.561863317241587,0.07294983427318213,7.6169539338723045,0.15371534180254515,0.7680060099050194,0.15214122577362033,0.09705060914290357
b'2013 SH112',45.77587007,0.00326038,0.09374421,0.00019867,1.7767093,0.00013292,165.22090296,0.05185244,119.1133042,0.00930156,35801.38326449,9.23696922,41.484647520056065,0.009910491483925334,44.69250052,0.00080692,44.58618468,0.0008039,23.96058474,0.071371,9,12,33.39766,44.4873022801,2.9669192847,-0.0720443514,0.0279879443,0.8805846503,0.3652733191,6.49121330527261e-07,3.723009172599412e-08,-4.02364080670242e-09,-6.071333110000695e-08,9.751446202605504e-09,5.883079951579464e-09,2.25759399331995e-09,-2.031096684419428e-10,-2.021969465981265e-09,6.192718100235708e-10,3.271251575951861e-10,9.222566375036254e-11,9.847322849707986e-10,-2.674132473171305e-11,-6.159020781976003e-11,3.783186757574226e-08,8.694160060206746e-10,-7.768713842503996e-10,2.7294151676341813e-10,7.585579337800202e-11,8.253111498864663e-11,b'Classical',b'',8.561544058075933,0.20585765030597916,7.350863283928822,0.1000334253758447,7.003320540813503,0.10848194743097248,6.608190343592506,0.20657902107392445,1.2106807741471146,0.347542743115315,0.7426729403363129
b'2013 SH113',45.34622718,0.00190313,0.08050985,3.609e-05,1.18651409,1.89e-05,249.54029485,0.07351723,109.13443602,0.00607671,54145.63237021,19.15370203,41.695409112416534,0.0032561635970510473,41.75880671,0.00036072,41.76724102,0.00034784,23.73929683,0.07459451,13,20,35.67801,40.9902556423,7.6556349151,2.3859209695,-0.1771619176,0.9140681614,0.3927137333,1.2546833500644763e-07,2.309850810666054e-08,7.105367926449376e-09,1.450943030120317e-10,3.292823325201561e-09,1.4011518372961292e-09,4.338782835356296e-09,1.3377647266159635e-09,8.259529217896e-10,7.438968249609913e-10,2.9911979707564205e-10,4.3179123796444935e-10,3.4936056906596014e-10,2.451691590636792e-10,9.708018560613626e-11,9.242661503474195e-09,1.5930259043041942e-09,4.773055316879827e-10,3.64844642559964e-10,1.1861196912163643e-10,4.516968561727673e-11,b'Classical',b'',8.273065393960225,0.13464359890478148,7.434418331071962,0.08049246804076132,7.03735224382241,0.07390493038100401,6.762049419883551,0.09531899565964759,0.8386470628882647,0.3970660872495501,0.6723689111884106
b'2013 SJ102',43.61745973,0.00091533,0.27652572,1.47e-05,7.34558075,5.64e-06,315.53300073,0.00318063,93.72110947,0.0003269,64047.23167976,0.44674219,31.55611011864981,0.0012620649992305802,33.29287622,0.00010818,33.27291714,0.00010395,22.79209616,0.02450906,19,31,45.85383,32.6028829986,6.3804782802,-1.8516295015,-0.3580879655,1.0476963843,0.4938822773,1.1238551970433301e-08,2.1804089864082285e-09,-6.869847811586804e-10,-4.033918293718977e-11,4.2894965328040237e-10,1.8509392283842505e-10,4.286919913935515e-10,-1.3203670734762178e-10,2.027166522840054e-11,8.856653328728695e-11,3.443283313476657e-11,4.506901621130492e-11,1.4088483627273392e-11,-2.3729487951035044e-11,-1.2620506158337618e-11,2.586299002906538e-10,5.382797556936623e-11,-1.4273146038673267e-11,2.904355961973881e-11,4.1474626293598086e-12,4.552199973095865e-12,b'Resonant 7:4',"b'7,4,-3,0,1,0'",8.312707734487228,0.056752825362928534,7.498127235428759,0.0321690879783088,7.075026575857004,0.031441887107945245,6.917381606960317,0.056960517477346324,0.814580499058469,0.4231006595717557,0.5807456284684431
b'2013 SJ106',44.47755858,0.00149323,0.03364384,3.609e-05,2.83915742,4.962e-05,179.32370053,0.07113361,129.46550616,0.0013958,41950.28172382,19.33427211,42.98116277859712,0.0022157129751225013,43.69552661,0.00033868,43.57425349,0.00033731,23.27821514,0.03843917,20,29,58.29268,43.4725841811,2.9058617426,-0.6371492001,-0.0286433566,0.8935145315,0.3555563323,1.1430743895935617e-07,6.374833640118891e-09,-2.2993956543707405e-09,-6.521009306087723e-09,2.2611959631182478e-09,1.1780533758208888e-09,3.7511013016429407e-10,-1.2339544538023234e-10,-2.1898996369200847e-10,1.3470657147715716e-10,6.340749526025711e-11,5.5663391272641817e-11,1.8891586206201195e-10,-4.166948090785735e-11,-2.5598135026880727e-11,2.107574037291665e-09,-1.3777681040545851e-11,-9.449512244835433e-11,5.443698031066867e-11,2.1500229007979065e-11,1.4609321819715777e-11,b'Classical',b'',7.450861650307074,0.08075118954097077,6.666942474873823,0.0414255745518409,6.287513530402107,0.04126617693962731,6.187993055172361,0.07147139778084208,0.7839191754332506,0.3794289444717193,0.47894941970146404
b'2013 SJ112',43.74506501,0.00290585,0.00620689,0.00015592,3.84210876,1.041e-05,22.09477469,0.71172485,95.8352549,0.00293166,89539.29832503,211.07755549,43.473544215937146,0.007278735147595834,43.88185317,0.00065561,43.83761883,0.00064156,23.64563552,0.06266667,10,13,21.0413,43.3478523486,6.5239950835,-0.3714968525,-0.1319445217,0.8608978591,0.3758620392,4.207517153745122e-07,6.158800798877045e-08,-4.9437217861453634e-09,-2.3141749350472595e-10,1.0328364940252141e-08,4.355429655928422e-09,9.148305423184938e-09,-6.794306106949961e-10,1.5688731568624742e-09,1.7346886800163635e-09,6.155622775431298e-10,1.0400283195695157e-10,6.751834611945257e-10,-2.6079704766293e-11,-6.466054779465269e-11,2.436421263110576e-08,3.445540142252343e-09,-3.3665439718730434e-10,7.531373690244683e-10,5.95539460784875e-11,6.02329246936972e-11,b'Classical',b'',8.0840879551401,0.13218043066078872,7.156066997652841,0.08173563720065147,7.058962194122179,0.10364526576007295,6.626712737466606,0.12038716756811835,0.9280209574872635,0.09710480353066318,0.5293542601862338
b'2013 SK102',43.48649049,0.00128688,0.18394664,4.171e-05,7.41831521,6.821e-05,151.52277888,0.02117895,66.34299031,0.00087758,17651.71873374,7.97404652,35.487296837770714,0.0022883149611487357,49.9284836,0.00036064,49.87547721,0.00035117,23.29670862,0.04221501,21,29,41.13129,49.1928111357,7.7756387281,-2.6776859502,-0.0031313494,0.7361541191,0.366326848,1.2668875500947347e-07,1.930249205653357e-08,-7.440595690367275e-09,1.567938289854243e-09,2.2866326822685403e-09,9.113490977091496e-10,2.967398210908726e-09,-1.1269500160032763e-09,5.140101904427468e-10,3.904434307686696e-10,1.2385654808422963e-10,4.5268009159080503e-10,4.233653433887242e-11,-1.1273099414763896e-10,-6.293929218018379e-11,5.444612156928329e-09,8.976196880784927e-10,-2.8499352146334633e-10,1.841847841307129e-10,-3.105371080345369e-11,2.6288074000241608e-11,b'Classical',b'',6.983670222218576,0.08475761597933103,6.2508883396659005,0.04585202470784855,5.824879414774591,0.0473447629622211,5.632110135516941,0.0682471091950474,0.7327818825526776,0.42600892489130504,0.6187782041489551
b'2013 SK106',44.62977897,0.00163689,0.02329658,2.555e-05,1.1636625,0.00010679,320.19103543,0.70376788,49.15662959,0.00421108,56851.29330206,202.98592363,43.59005761836742,0.0027324102918514564,43.58135247,0.00030007,43.59058179,0.00028914,23.17702239,0.05040151,11,21,36.28792,42.7547490731,7.994811068,2.8728467663,-0.1864542489,0.8608549321,0.3900311001,8.679765869139503e-08,1.5848764910512547e-08,5.643293704575726e-09,-6.160618416369975e-10,1.836449277966942e-09,8.353502238173564e-10,2.9982296742546625e-09,1.071580984941909e-09,2.4219178710039413e-09,7.243590950989965e-10,2.8284733577665366e-10,3.9814246222981556e-10,1.0983770137987426e-09,2.927937057029938e-10,1.1589877188424118e-10,7.044323772474809e-08,1.0711346742161072e-08,3.6141239317062534e-09,1.6770817784819542e-09,5.688914303945582e-10,1.9939335609469933e-10,b'Classical',b'',7.588626298180058,0.09494918878337598,6.735515417952405,0.06760309245337634,6.440829918765102,0.06827644935796104,6.308302256099116,0.08819413842745182,0.8531108802276496,0.2946854991873058,0.4272131618532884
b'2013 SK112',44.11702799,0.00258961,0.07816977,0.00010759,1.9275997,6.346e-05,122.44106097,0.07166266,116.68799891,0.00658138,20549.3564805,24.22092389,40.668410009145326,0.005395004089713846,46.20877838,0.00066008,46.21849904,0.00063962,24.12666707,0.08204643,8,13,33.47054,45.4734151222,8.0519490464,1.8666244772,-0.1037011944,0.8266559835,0.3470279709,4.2221720271935e-07,7.372771188030691e-08,1.6609052168770263e-08,-9.092221827916519e-10,8.44535299520979e-09,3.5439592859621643e-09,1.3027099902961727e-08,2.9424097467361495e-09,1.1332536626551124e-09,1.697131800943234e-09,6.715466941467373e-10,7.219047868922009e-10,5.024585541324132e-10,4.2813018907074976e-10,1.5355510869746644e-10,1.6652047899821666e-08,2.9473154234350954e-09,6.708831010125465e-10,7.105615293499745e-10,1.918359541020392e-10,7.048824087063225e-11,b'Classical',b'',8.251187499286305,0.220764931374286,7.430648674328973,0.11685386837841576,7.01095341253655,0.13830046585882771,6.8324024714007034,0.22085523341482546,0.8205388249573291,0.41969526179242794,0.5982462029282697
b'2013 SL100',43.7912704,0.00357083,0.05948203,0.00011387,3.42089123,0.0001005,262.46392384,0.24139197,128.80168658,0.0038519,61422.86675584,62.45057457,41.186476900310005,0.00806039651635307,41.18375704,0.00061739,41.27046223,0.00057334,23.86129925,0.07296051,8,13,29.08346,39.6600178237,11.1674450073,2.3711202441,-0.2889328346,0.8933030092,0.3626146658,3.538645344938135e-07,9.641234012628112e-08,1.9368506725737357e-08,-3.0765999991361196e-08,1.8360724241757885e-09,2.3065448182546714e-09,2.6365343700020845e-08,5.30124785565812e-09,-6.49725475819103e-09,9.586116321903034e-10,7.069489871498574e-10,1.1041650348037851e-09,-9.432434456805871e-10,2.774174075010232e-10,1.648286697475666e-10,6.197968558489212e-08,1.3987982586400857e-08,2.262727757115041e-09,3.405041540645848e-09,5.998529077863352e-10,1.366745755549479e-10,b'Classical',b'',8.874278306185753,0.2156089521787176,7.596170152462177,0.1087912720522534,7.2669653849892715,0.11601220365316041,7.325405247625801,0.1842173987114339,1.278108153723571,0.3292047674729116,0.27076490483637944
